"Class[Size] ->","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]"
"2006M10",2.01900000e+02,-1.98688630e-02,3.85000000e+00,3.86010650e+00,7.61000000e+00,5.00000000e+00,2.46764000e+04,1.53023674e+04,3.47673000e+04,7.28358000e+04,4.38882231e+04,7.74464242e+01,3.38400000e+02,9.83100000e+01,5.31000000e+00,2.07600000e+02,8.47020000e+01,8.47260000e+01,5.88931818e+01,5.30777253e+00,2.02946317e+00,1.01136026e+01,9.63576283e+00,1.04564326e+01,1.11959629e+01,1.06894013e+01,4.34958640e+00,5.82422863e+00,4.58812575e+00,5.33561315e+00,4.43913921e+00,4.43942252e+00,4.07572533e+00,1.39653142e-02,-9.15637529e-03,2.37177967e-01,1.82390008e-01,1.48283564e-01,1.52709891e-01,2.54380022e-01,9.65701679e-02,1.95888348e-01,3.07811949e-02,2.73454539e-02,1.66306427e-02,2.46625160e-02,-5.55938396e-02,-4.44774640e-03,0.00000000e+00,1.21802018e-01,7.13953791e-02,1.91166664e-03,5.25985541e-03,2.94824814e-02,1.97905076e-03,1.44056019e-01,1.73072072e-03,1.92864091e-03,-2.35843604e-03,1.80745358e-03,-7.99965165e-02,4.34958640e+00,4.38436008e+00,9.45584238e-02,-4.82764875e-03,4.58812575e+00,3.07811949e-02,1.73072072e-03,4.38311893e+00,1.24114340e-03,4.58558736e+00,2.53839260e-03,4.36046415e+00,2.38959294e-02,4.58170536e+00,6.42038726e-03
"2006M11",2.02000000e+02,5.69687334e-01,4.40000000e+00,3.73607494e+00,7.61000000e+00,5.00000000e+00,2.28661000e+04,1.53825839e+04,3.60657611e+04,7.41302000e+04,4.47640566e+04,8.08940630e+01,2.94700000e+02,9.84900000e+01,5.31000000e+00,2.07800000e+02,8.47310000e+01,8.47660000e+01,5.90825000e+01,5.30826770e+00,2.02946317e+00,1.00374107e+01,9.64099123e+00,1.04930992e+01,1.12135783e+01,1.07091608e+01,4.39314043e+00,5.68595789e+00,4.58995502e+00,5.33657608e+00,4.43948153e+00,4.43989452e+00,4.07893477e+00,1.94957437e-02,0.00000000e+00,1.80621794e-01,1.68148144e-01,1.61661286e-01,1.50554260e-01,2.43666025e-01,8.44422760e-02,1.03966472e-01,2.95730170e-02,2.58361921e-02,1.90638555e-02,2.25852035e-02,1.29468185e-02,4.95172082e-04,0.00000000e+00,-7.61918569e-02,5.22840280e-03,3.66666781e-02,1.76154141e-02,1.97594918e-02,4.35540376e-02,-1.38270738e-01,1.82926880e-03,9.62927373e-04,3.42318206e-04,4.71998687e-04,3.20944689e-03,4.39314043e+00,4.39184712e+00,8.34477478e-02,7.48704727e-03,4.58995502e+00,2.95730170e-02,1.82926880e-03,4.38714260e+00,4.70452692e-03,4.58731623e+00,2.63878880e-03,4.38732370e+00,4.52342537e-03,4.58536083e+00,4.59418548e-03
"2006M12",2.03100000e+02,1.29100250e+00,5.79000000e+00,3.98616039e+00,7.60000000e+00,5.00000000e+00,2.55377000e+04,1.57719819e+04,3.87397000e+04,7.80306000e+04,4.57336709e+04,8.66631306e+01,2.99300000e+02,9.87800000e+01,5.17000000e+00,2.08100000e+02,8.50320000e+01,8.48800000e+01,6.19590000e+01,5.31369847e+00,2.02814825e+00,1.01479111e+01,9.66599035e+00,1.05646202e+01,1.12648563e+01,1.07305901e+01,4.46202854e+00,5.70144641e+00,4.59289516e+00,5.33801873e+00,4.44302766e+00,4.44123849e+00,4.12647288e+00,2.49265149e-02,-1.31492458e-03,1.88870559e-01,1.00643421e-01,1.65942618e-01,1.66785927e-01,2.37969553e-01,4.88113676e-02,9.71160192e-02,2.97977455e-02,2.57984617e-02,2.26099794e-02,2.28919845e-02,4.19782529e-02,5.43077119e-03,-1.31492458e-03,1.10500327e-01,2.49991139e-02,7.15209461e-02,5.12780508e-02,2.14292971e-02,6.88881071e-02,1.54885251e-02,2.94013493e-03,1.44265473e-03,3.54612390e-03,1.34397530e-03,4.75381037e-02,4.46202854e+00,4.39918489e+00,4.96532635e-02,7.33776970e-03,4.59289516e+00,2.97977455e-02,2.94013493e-03,4.39112579e+00,8.05910044e-03,4.58895311e+00,3.94204428e-03,4.36383508e+00,3.53498136e-02,4.58806565e+00,4.82950118e-03
"2007M01",2.03437000e+02,1.32006763e+00,6.22000000e+00,4.04000000e+00,7.68000000e+00,5.00000000e+00,2.50845000e+04,1.64103806e+04,3.92986000e+04,7.62576700e+04,4.58738219e+04,8.33276233e+01,2.87100000e+02,9.89700000e+01,5.33000000e+00,2.08600000e+02,8.53160000e+01,8.52240000e+01,5.45061905e+01,5.31535637e+00,2.03861955e+00,1.01300054e+01,9.70566938e+00,1.05789442e+01,1.12418733e+01,1.07336499e+01,4.42278011e+00,5.65983059e+00,4.59481677e+00,5.34041854e+00,4.44636201e+00,4.44528308e+00,3.99831428e+00,2.05451474e-02,7.84317746e-03,1.70354933e-01,1.84969988e-01,1.84287935e-01,1.44314785e-01,2.30537481e-01,5.98969927e-02,1.42779378e-01,2.82834715e-02,2.62278269e-02,2.11082756e-02,2.46970128e-02,-1.83506827e-01,1.65790606e-03,1.04712999e-02,-1.79056662e-02,3.96790327e-02,1.43239808e-02,-2.29830569e-02,3.05981738e-03,-3.92484349e-02,-4.16158277e-02,1.92161880e-03,2.39980917e-03,3.33435395e-03,4.04459000e-03,-1.28158594e-01,4.42278011e+00,4.40619646e+00,6.31997165e-02,7.01156892e-03,4.59481677e+00,2.82834715e-02,1.92161880e-03,4.39505953e+00,1.11369273e-02,4.59049364e+00,4.32313535e-03,4.37423326e+00,3.19631987e-02,4.59065002e+00,4.16675634e-03
"2007M02",2.04226000e+02,3.46575951e-01,6.62000000e+00,4.32000000e+00,7.70000000e+00,5.00000000e+00,2.53505000e+04,1.78427387e+04,3.98521000e+04,7.63966000e+04,4.62971501e+04,8.30347282e+01,2.71900000e+02,9.92100000e+01,5.41000000e+00,2.09135000e+02,8.55810000e+01,8.54080000e+01,5.92789474e+01,5.31922722e+00,2.04122033e+00,1.01405537e+01,9.78935191e+00,1.05929304e+01,1.12436935e+01,1.07428357e+01,4.41925893e+00,5.60543435e+00,4.59723882e+00,5.34297998e+00,4.44946330e+00,4.44743977e+00,4.08225422e+00,2.39143662e-02,1.17571570e-02,1.91958980e-01,2.58036682e-01,1.87055204e-01,1.33945483e-01,2.18655927e-01,6.84350406e-02,6.49554279e-02,2.82140763e-02,2.68226918e-02,2.36111817e-02,2.52433567e-02,-3.89116207e-02,3.87084913e-03,2.60078170e-03,1.05483282e-02,8.36825279e-02,1.39862066e-02,1.82019197e-03,9.18578068e-03,-3.52117423e-03,-5.43962355e-02,2.42204175e-03,2.56143389e-03,3.10128571e-03,2.15668891e-03,8.39399419e-02,4.41925893e+00,4.41584043e+00,7.15325133e-02,9.64396438e-03,4.59723882e+00,2.82140763e-02,2.42204175e-03,4.39893539e+00,1.69050306e-02,4.59193373e+00,5.30508591e-03,4.39187050e+00,2.39699248e-02,4.59256534e+00,4.67347078e-03
"2007M03",2.05288000e+02,8.63447420e-01,7.02000000e+00,4.51000000e+00,7.69000000e+00,5.02272727e+00,2.54953000e+04,1.77955237e+04,4.07049000e+04,7.73389000e+04,4.69318065e+04,8.82676477e+01,3.27600000e+02,9.95100000e+01,5.30000000e+00,2.09418000e+02,8.58940000e+01,8.54940000e+01,6.04418182e+01,5.32441387e+00,2.03992078e+00,1.01462494e+01,9.78670223e+00,1.06141038e+01,1.12559523e+01,1.07564509e+01,4.48037365e+00,5.79179335e+00,4.60025814e+00,5.34433225e+00,4.45311398e+00,4.44844620e+00,4.10168122e+00,2.75976308e-02,9.14441382e-03,1.88704627e-01,2.39809205e-01,1.99362673e-01,1.31726318e-01,2.09518140e-01,5.35035217e-02,1.25366664e-01,2.76111473e-02,2.47427528e-02,2.53255695e-02,2.34917876e-02,-3.64444332e-02,5.18664749e-03,-1.29954534e-03,5.69566774e-03,-2.64967843e-03,2.11733769e-02,1.22588706e-02,1.36152171e-02,6.11147173e-02,1.86359000e-01,3.01932597e-03,1.35227817e-03,3.65068200e-03,1.00642482e-03,1.94269954e-02,4.48037365e+00,4.42446281e+00,5.36532145e-02,8.62238676e-03,4.60025814e+00,2.76111473e-02,3.01932597e-03,4.40274572e+00,2.17170907e-02,4.59326960e+00,6.98854181e-03,4.37902004e+00,4.54427720e-02,4.59446752e+00,5.79062114e-03
"2007M04",2.05904000e+02,2.34622696e-01,6.40000000e+00,4.48000000e+00,7.66000000e+00,5.28571429e+00,2.48335000e+04,1.74164897e+04,3.97236400e+04,7.64010800e+04,4.74075142e+04,8.22944514e+01,3.33600000e+02,9.96700000e+01,5.29000000e+00,2.09747000e+02,8.60960000e+01,8.56160000e+01,6.39770000e+01,5.32741004e+00,2.03601198e+00,1.01199488e+01,9.76517272e+00,1.05897018e+01,1.12437521e+01,1.07665360e+01,4.41030369e+00,5.80994267e+00,4.60186473e+00,5.34590204e+00,4.45546295e+00,4.44987218e+00,4.15852364e+00,2.55987849e-02,9.18039234e-03,1.43241018e-01,2.09423554e-01,1.74882767e-01,1.16601663e-01,1.98623817e-01,6.95650032e-02,1.59560973e-01,2.65353850e-02,2.38681493e-02,2.30403011e-02,2.18688607e-02,-8.19924812e-02,2.99616948e-03,-3.90879977e-03,-2.63005733e-02,-2.15295056e-02,-2.44020019e-02,-1.22002310e-02,1.00851202e-02,-7.00699631e-02,1.81493185e-02,1.60658735e-03,1.56978788e-03,2.34897486e-03,1.42598353e-03,5.68424244e-02,4.41030369e+00,4.39115895e+00,7.08135934e-02,-3.33038636e-02,4.60186473e+00,2.65353850e-02,1.60658735e-03,4.40648403e+00,-1.53250856e-02,4.59449783e+00,7.36689642e-03,4.39348830e+00,-2.32935390e-03,4.59671187e+00,5.15286308e-03
"2007M05",2.06755000e+02,-2.59378776e-01,5.47000000e+00,4.28000000e+00,7.64000000e+00,5.50000000e+00,2.53587000e+04,1.74541811e+04,3.98647000e+04,7.71090000e+04,4.82310400e+04,8.23727895e+01,3.92900000e+02,9.99400000e+01,5.28000000e+00,2.10058000e+02,8.63460000e+01,8.57170000e+01,6.34545454e+01,5.33153452e+00,2.03339760e+00,1.01408771e+01,9.76733450e+00,1.05932465e+01,1.12529753e+01,1.07837581e+01,4.41125516e+00,5.97355513e+00,4.60457001e+00,5.34738368e+00,4.45836248e+00,4.45105117e+00,4.15032383e+00,2.67381848e-02,7.88440352e-03,1.40893753e-01,2.16927070e-01,1.71367020e-01,1.07076732e-01,1.92354079e-01,6.92548263e-02,8.35697484e-02,2.67710167e-02,2.24243856e-02,2.32572709e-02,2.05439452e-02,-1.10157730e-01,4.12447666e-03,-2.61438057e-03,2.09283183e-02,2.16177858e-03,3.54474406e-03,9.22317308e-03,1.72220541e-02,9.51471653e-04,1.63612456e-01,2.70527694e-03,1.48164056e-03,2.89952767e-03,1.17899076e-03,-8.19981388e-03,4.41125516e+00,4.42281999e+00,6.78648083e-02,3.16610366e-02,4.60457001e+00,2.67710167e-02,2.70527694e-03,4.41014536e+00,1.26746236e-02,4.59561550e+00,8.95450881e-03,4.40566564e+00,1.71543480e-02,4.59934843e+00,5.22157111e-03
"2007M06",2.07234000e+02,4.50336180e-01,5.31000000e+00,4.30000000e+00,7.68000000e+00,5.50000000e+00,2.61724000e+04,1.76391796e+04,4.00104000e+04,7.78234000e+04,4.93412776e+04,8.10417065e+01,3.56500000e+02,1.00000000e+02,5.31000000e+00,2.10392000e+02,8.65290000e+01,8.58590000e+01,6.74890476e+01,5.33384859e+00,2.03861955e+00,1.01724607e+01,9.77787782e+00,1.05968947e+01,1.12621974e+01,1.08065163e+01,4.39496392e+00,5.87633424e+00,4.60517019e+00,5.34897246e+00,4.46047962e+00,4.45270642e+00,4.21196533e+00,2.65714817e-02,9.15637529e-03,1.77123493e-01,2.08999550e-01,1.64993110e-01,1.01713034e-01,1.95805493e-01,7.36963888e-02,1.39439414e-01,2.55229572e-02,2.15818433e-02,2.29118487e-02,1.96777792e-02,-5.00228894e-02,2.31407218e-03,5.22194398e-03,3.15835540e-02,1.05433210e-02,3.64819979e-03,9.22215190e-03,2.27582076e-02,-1.62912403e-02,-9.72208867e-02,6.00180072e-04,1.58877427e-03,2.11713745e-03,1.65524354e-03,6.16414973e-02,4.39496392e+00,4.43270102e+00,6.93204168e-02,9.88103089e-03,4.60517019e+00,2.55229572e-02,6.00180072e-04,4.41372367e+00,1.89773481e-02,4.59662017e+00,8.55001181e-03,4.40710398e+00,2.55970362e-02,4.60114655e+00,4.02363194e-03
"2007M07",2.07603000e+02,7.19833304e-01,5.59000000e+00,4.46000000e+00,7.68000000e+00,5.50000000e+00,2.67507000e+04,1.77451120e+04,4.07077000e+04,7.84112000e+04,4.97969841e+04,8.30592290e+01,3.81200000e+02,1.00110000e+02,5.28000000e+00,2.10773000e+02,8.66610000e+01,8.59880000e+01,7.41176191e+01,5.33562760e+00,2.03861955e+00,1.01943159e+01,9.78386538e+00,1.06141725e+01,1.12697221e+01,1.08157097e+01,4.41955396e+00,5.94332417e+00,4.60626958e+00,5.35078172e+00,4.46200396e+00,4.45420775e+00,4.30565328e+00,2.29143552e-02,1.31063475e-02,1.98221839e-01,2.06136291e-01,1.62361290e-01,9.68061740e-02,1.92592107e-01,6.44333318e-02,2.29921454e-01,2.47775228e-02,2.14503049e-02,2.10246843e-02,2.02055554e-02,-3.95120967e-03,1.77901247e-03,0.00000000e+00,2.18552208e-02,5.98755276e-03,1.72778434e-02,7.52461713e-03,9.19341840e-03,2.45900387e-02,6.69899319e-02,1.09939544e-03,1.80926765e-03,1.52433773e-03,1.50133577e-03,9.36879508e-02,4.41955396e+00,4.43321235e+00,6.61895985e-02,5.11330594e-04,4.60626958e+00,2.47775228e-02,1.09939544e-03,4.41721380e+00,1.59985486e-02,4.59751007e+00,8.75951510e-03,4.41198634e+00,2.12260078e-02,4.60305090e+00,3.21868095e-03
"2007M08",2.07667000e+02,9.15303104e-01,6.21000000e+00,4.86000000e+00,7.66000000e+00,5.50000000e+00,2.59276000e+04,1.75018626e+04,4.08163000e+04,7.93882000e+04,5.05850922e+04,8.27030350e+01,3.81400000e+02,1.00280000e+02,4.96000000e+00,2.11119000e+02,8.67200000e+01,8.61160000e+01,7.23560870e+01,5.33593584e+00,2.03601198e+00,1.01630633e+01,9.77006259e+00,1.06168368e+01,1.12821050e+01,1.08314122e+01,4.41525630e+00,5.94384869e+00,4.60796627e+00,5.35242196e+00,4.46268454e+00,4.45569522e+00,4.28159958e+00,1.87967145e-02,1.04987841e-02,1.37124089e-01,2.01400385e-01,1.76379957e-01,9.84605920e-02,1.87518595e-01,6.33394243e-02,1.36006549e-01,2.42240347e-02,2.06698129e-02,1.85637732e-02,1.96540016e-02,-9.44932242e-03,3.08233200e-04,-2.60756341e-03,-3.12526028e-02,-1.38027893e-02,2.66424769e-03,1.23829683e-02,1.57024888e-02,-4.29765568e-03,5.24521386e-04,1.69669186e-03,1.64023057e-03,6.80582097e-04,1.48747297e-03,-2.40536963e-02,4.41525630e+00,4.43651668e+00,6.43889256e-02,3.30433413e-03,4.60796627e+00,2.42240347e-02,1.69669186e-03,4.42061191e+00,1.59047667e-02,4.59828397e+00,9.68230340e-03,4.42233093e+00,1.41857489e-02,4.60593646e+00,2.02981681e-03
"2007M09",2.08547000e+02,6.77144824e-01,7.33000000e+00,5.11000000e+00,7.70000000e+00,5.52500000e+00,2.63725000e+04,1.76382685e+04,4.12580700e+04,8.02643000e+04,5.11464671e+04,8.05989703e+01,3.26800000e+02,1.00380000e+02,4.58000000e+00,2.11554000e+02,8.70540000e+01,8.63510000e+01,7.99147368e+01,5.34016444e+00,2.04122033e+00,1.01800771e+01,9.77782617e+00,1.06276020e+01,1.12930802e+01,1.08424487e+01,4.38948587e+00,5.78934836e+00,4.60896298e+00,5.35448029e+00,4.46652862e+00,4.45842039e+00,4.38096028e+00,2.79441638e-02,1.17571570e-02,1.88276498e-01,2.13458719e-01,1.73081107e-01,1.02377202e-01,1.82529883e-01,4.18785287e-02,1.09175754e-01,2.25679536e-02,2.07957747e-02,2.50309656e-02,2.08053186e-02,2.25238435e-01,4.22860025e-03,5.20834511e-03,1.70137622e-02,7.76358317e-03,1.07652186e-02,1.09751967e-02,1.10365091e-02,-2.57704263e-02,-1.54500330e-01,9.96710937e-04,2.05832951e-03,3.84407807e-03,2.72516070e-03,9.93606951e-02,4.38948587e+00,4.42966557e+00,4.04778489e-02,-6.85110803e-03,4.60896298e+00,2.25679536e-02,9.96710937e-04,4.42391529e+00,5.75028309e-03,4.59894129e+00,1.00216948e-02,4.42552174e+00,4.14383697e-03,4.60789006e+00,1.07292408e-03
"2007M10",2.09190000e+02,3.39380476e-01,7.72000000e+00,5.29000000e+00,7.72000000e+00,5.75000000e+00,2.65419000e+04,1.80449004e+04,4.09582300e+04,8.06962000e+04,5.20432895e+04,8.11161281e+01,3.91200000e+02,1.00530000e+02,4.60000000e+00,2.12077000e+02,8.73180000e+01,8.65760000e+01,8.57986956e+01,5.34324293e+00,2.04381436e+00,1.01864799e+01,9.80061840e+00,1.06203080e+01,1.12984468e+01,1.08598311e+01,4.39588181e+00,5.96921894e+00,4.61045619e+00,5.35694942e+00,4.46955663e+00,4.46102264e+00,4.45200380e+00,3.54704046e-02,1.43511922e-02,7.28772951e-02,1.64855566e-01,1.63875477e-01,1.02483894e-01,1.70429843e-01,4.62954118e-02,1.44990310e-01,2.23304390e-02,2.13362650e-02,3.04174130e-02,2.16001206e-02,3.76278479e-01,3.07849440e-03,2.59403518e-03,6.40281582e-03,2.27922270e-02,-7.29396310e-03,5.36654691e-03,1.73824413e-02,6.39593381e-03,1.79870575e-01,1.49320619e-03,2.46913123e-03,3.02801140e-03,2.60225560e-03,7.10435273e-02,4.39588181e+00,4.42682833e+00,4.24682591e-02,-2.83723853e-03,4.61045619e+00,2.23304390e-02,1.49320619e-03,4.42712230e+00,-2.93968446e-04,4.59948210e+00,1.09740884e-02,4.43398653e+00,-7.15819719e-03,4.61038179e+00,7.43997969e-05
"2007M11",2.10834000e+02,1.88795278e+00,9.13000000e+00,6.07000000e+00,7.64000000e+00,6.01136364e+00,2.59142000e+04,1.80479093e+04,4.17647000e+04,8.13554000e+04,5.31933385e+04,8.56628754e+01,3.40800000e+02,1.00690000e+02,4.66000000e+00,2.12660000e+02,8.77810000e+01,8.67460000e+01,9.47723809e+01,5.35107109e+00,2.03339760e+00,1.01625464e+01,9.80078513e+00,1.06398068e+01,1.13065825e+01,1.08816885e+01,4.45041954e+00,5.83129579e+00,4.61204649e+00,5.35969465e+00,4.47484508e+00,4.46298431e+00,4.55147803e+00,4.28033966e-02,3.93443130e-03,1.25135617e-01,1.59793894e-01,1.46707517e-01,9.30042047e-02,1.72527661e-01,5.72791057e-02,1.45337905e-01,2.20914697e-02,2.31185676e-02,3.53635440e-02,2.30897893e-02,4.72543254e-01,7.82816408e-03,-1.04167609e-02,-2.39335354e-02,1.66730163e-04,1.94987182e-02,8.13572512e-03,2.18573097e-02,5.45377315e-02,-1.37923143e-01,1.59029951e-03,2.74522995e-03,5.28844915e-03,1.96166735e-03,9.94742225e-02,4.45041954e+00,4.44784154e+00,5.59944156e-02,2.10132038e-02,4.61204649e+00,2.20914697e-02,1.59029951e-03,4.43023173e+00,1.76098077e-02,4.59990718e+00,1.21393094e-02,4.44229023e+00,5.55130947e-03,4.61335835e+00,-1.31185686e-03
"2007M12",2.11445000e+02,9.35538388e-01,8.75000000e+00,6.42000000e+00,7.63000000e+00,6.28571429e+00,2.84379000e+04,2.00107775e+04,4.44532000e+04,8.44811000e+04,5.52426557e+04,9.01709997e+01,3.37400000e+02,1.00720000e+02,3.06000000e+00,2.13168000e+02,8.79840000e+01,8.69200000e+01,9.16870000e+01,5.35396492e+00,2.03208785e+00,1.02554780e+01,9.90402628e+00,1.07021922e+01,1.13442831e+01,1.09194907e+01,4.50170786e+00,5.82126917e+00,4.61234439e+00,5.36208059e+00,4.47715498e+00,4.46498816e+00,4.51838060e+00,4.02664488e-02,3.93959800e-03,1.07566971e-01,2.38035937e-01,1.37572036e-01,7.94267833e-02,1.88900596e-01,3.96793239e-02,1.19822755e-01,1.94492346e-02,2.40618538e-02,3.41273235e-02,2.37496611e-02,3.91907727e-01,2.89382340e-03,-1.30975788e-03,9.29316815e-02,1.03241157e-01,6.23854652e-02,3.77006294e-02,3.78022313e-02,5.12883253e-02,-1.00266248e-02,2.97899809e-04,2.38594099e-03,2.30990345e-03,2.00384713e-03,-3.30974240e-02,4.50170786e+00,4.43815193e+00,3.89670412e-02,-9.68960468e-03,4.61234439e+00,1.94492346e-02,2.97899809e-04,4.43324233e+00,4.90960372e-03,4.60021806e+00,1.21263298e-02,4.42919282e+00,8.95911124e-03,4.61505420e+00,-2.70981224e-03
"2008M01",2.12174000e+02,9.86665071e-01,8.39000000e+00,6.52000000e+00,7.70000000e+00,6.50000000e+00,2.75887000e+04,1.86664426e+04,4.30688000e+04,8.36243000e+04,5.49205650e+04,8.72975117e+01,3.14600000e+02,1.00870000e+02,3.22000000e+00,2.13771000e+02,8.82060000e+01,8.70930000e+01,9.29704762e+01,5.35740669e+00,2.04122033e+00,1.02251615e+01,9.83448268e+00,1.06705541e+01,1.13340894e+01,1.09136431e+01,4.46932196e+00,5.75130199e+00,4.61383256e+00,5.36490535e+00,4.47967499e+00,4.46697651e+00,4.53228198e+00,4.20503181e-02,2.60078170e-03,9.51561431e-02,1.28813301e-01,9.16099422e-02,9.22161471e-02,1.79993244e-01,4.65418530e-02,9.14714035e-02,1.90157852e-02,2.44868060e-02,3.33129777e-02,2.16934289e-02,5.33967700e-01,3.44177537e-03,9.13248356e-03,-3.03164939e-02,-6.95436038e-02,-3.16381133e-02,-1.01936930e-02,-5.84753379e-03,-3.23859057e-02,-6.99671795e-02,1.48816933e-03,2.82476139e-03,2.52000814e-03,1.98835785e-03,1.39013798e-02,4.46932196e+00,4.45662307e+00,5.04266076e-02,1.84711353e-02,4.61383256e+00,1.90157852e-02,1.48816933e-03,4.43615408e+00,2.04689885e-02,4.60041712e+00,1.34154407e-02,4.44325796e+00,1.33651054e-02,4.61780831e+00,-3.97574708e-03
"2008M02",2.12687000e+02,6.92799621e-01,8.76000000e+00,6.75000000e+00,7.72000000e+00,6.50000000e+00,2.69364000e+04,1.84726259e+04,4.26652000e+04,8.37359300e+04,5.54145128e+04,8.63589541e+01,3.18300000e+02,1.01020000e+02,3.01000000e+00,2.13939000e+02,8.83820000e+01,8.71780000e+01,9.53860000e+01,5.35982160e+00,2.04381436e+00,1.02012338e+01,9.82404524e+00,1.06611389e+01,1.13354234e+01,1.09225968e+01,4.45851250e+00,5.76299433e+00,4.61531852e+00,5.36569093e+00,4.48166833e+00,4.46795201e+00,4.55793182e+00,4.05943776e-02,2.59403518e-03,6.06800781e-02,3.46933286e-02,6.82084982e-02,9.17299640e-02,1.79761117e-01,3.92535633e-02,1.57559983e-01,1.80797014e-02,2.27109512e-02,3.22050331e-02,2.05122323e-02,4.75677593e-01,2.41490864e-03,2.59403518e-03,-2.39277368e-02,-1.04374443e-02,-9.41523740e-03,1.33400888e-03,8.95365372e-03,-1.08094640e-02,1.16923437e-02,1.48595797e-03,7.85579054e-04,1.99334109e-03,9.75492271e-04,2.56498347e-02,4.45851250e+00,4.45923749e+00,4.33970688e-02,2.61442550e-03,4.61531852e+00,1.80797014e-02,1.48595797e-03,4.43896730e+00,2.02701914e-02,4.60050758e+00,1.48109410e-02,4.45556378e+00,3.67371385e-03,4.61847939e+00,-3.16087166e-03
"2008M03",2.13448000e+02,1.17612465e+00,9.10000000e+00,6.89000000e+00,7.64000000e+00,6.53571429e+00,2.65848000e+04,1.86409522e+04,4.26440000e+04,8.37853000e+04,5.61915400e+04,8.84309569e+01,3.40500000e+02,1.01020000e+02,2.51000000e+00,2.14420000e+02,8.86350000e+01,8.73490000e+01,1.05454000e+02,5.36339324e+00,2.03339760e+00,1.01880949e+01,9.83311617e+00,1.06606419e+01,1.13360129e+01,1.09365215e+01,4.48222210e+00,5.83041513e+00,4.61531852e+00,5.36793671e+00,4.48452681e+00,4.46991159e+00,4.65827484e+00,3.89793720e-02,-6.52318034e-03,4.18455024e-02,4.64139413e-02,4.65381058e-02,8.00605113e-02,1.80070590e-01,1.84845032e-03,3.86217736e-02,1.50603754e-02,2.36044538e-02,3.14128356e-02,2.14653903e-02,5.56593620e-01,3.57164189e-03,-1.04167609e-02,-1.31389079e-02,9.07093429e-03,-4.97015572e-04,5.89417848e-04,1.39246895e-02,2.37096044e-02,6.74207913e-02,0.00000000e+00,2.24578077e-03,2.85848447e-03,1.95958281e-03,1.00343022e-01,4.48222210e+00,4.42748321e+00,3.02040016e-03,-3.17542818e-02,4.61531852e+00,1.50603754e-02,0.00000000e+00,4.44168374e+00,-1.42005272e-02,4.60049358e+00,1.48249325e-02,4.44689441e+00,-1.94111968e-02,4.61969358e+00,-4.37506075e-03
"2008M04",2.13942000e+02,1.40075562e+00,1.03700000e+01,7.51000000e+00,7.54000000e+00,6.75000000e+00,2.64757000e+04,1.81926466e+04,4.08814000e+04,8.22774000e+04,5.67556359e+04,8.88960828e+01,3.85300000e+02,1.01120000e+02,2.37000000e+00,2.14560000e+02,8.87990000e+01,8.74000000e+01,1.12580455e+02,5.36570495e+00,2.02022218e+00,1.01839826e+01,9.80877276e+00,1.06184305e+01,1.13178517e+01,1.09465102e+01,4.48746808e+00,5.95402225e+00,4.61630793e+00,5.36858942e+00,4.48637539e+00,4.47049528e+00,4.72366812e+00,3.82949095e-02,-1.57898017e-02,6.40337831e-02,4.36000358e-02,2.87287154e-02,7.40996327e-02,1.79974220e-01,7.71643921e-02,1.44079581e-01,1.44432014e-02,2.26873770e-02,3.09124359e-02,2.06231011e-02,5.65144473e-01,2.31170697e-03,-1.31754212e-02,-4.11229271e-03,-2.43434111e-02,-4.22113922e-02,-1.81611096e-02,9.98875068e-03,5.24597870e-03,1.23607126e-01,9.89413359e-04,6.52711105e-04,1.84857521e-03,5.83694344e-04,6.53932783e-02,4.48746808e+00,4.47050339e+00,7.93444457e-02,4.30201819e-02,4.61630793e+00,1.44432014e-02,9.89413359e-04,4.44430654e+00,2.61968541e-02,4.60038032e+00,1.59276060e-02,4.45902902e+00,1.14743739e-02,4.62131686e+00,-5.00893277e-03
